,Run,precision,recall,f1-score,support
macro avg,49,0.4844322344322345,0.5158810325476992,0.4973298559364134,105.0
weighted avg,49,0.7062009419152275,0.7333333333333333,0.7157440919736002,105.0
Leve,50,0.8076923076923077,0.7777777777777778,0.7924528301886793,27.0
Moderada,50,0.5,0.3333333333333333,0.4,3.0
Muito leve,50,0.7419354838709677,0.696969696969697,0.71875,33.0
Muito severo,50,0.0,0.0,0.0,1.0
Sadia,50,0.8125,0.8666666666666667,0.8387096774193549,30.0
Severo,50,0.6153846153846154,0.7272727272727273,0.6666666666666666,11.0
accuracy,50,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,50,0.5795854011579818,0.5670033670033671,0.5694298623791169,105.0
weighted avg,50,0.7517694670920477,0.7523809523809524,0.7505676197238887,105.0
Leve,51,0.7692307692307693,0.7407407407407407,0.7547169811320755,27.0
Moderada,51,0.0,0.0,0.0,3.0
Muito leve,51,0.7096774193548387,0.6666666666666666,0.6875,33.0
Muito severo,51,0.0,0.0,0.0,1.0
Sadia,51,0.7647058823529411,0.8666666666666667,0.8125,30.0
Severo,51,0.6153846153846154,0.7272727272727273,0.6666666666666666,11.0
accuracy,51,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238
macro avg,51,0.47649978105386076,0.5002244668911335,0.48689727463312366,105.0
weighted avg,51,0.7037999318834234,0.7238095238095238,0.7121256364180892,105.0
Leve,52,0.65625,0.7777777777777778,0.711864406779661,27.0
Moderada,52,0.0,0.0,0.0,3.0
Muito leve,52,0.7,0.6363636363636364,0.6666666666666666,33.0
Muito severo,52,0.0,0.0,0.0,1.0
Sadia,52,0.7575757575757576,0.8333333333333334,0.7936507936507936,30.0
Severo,52,0.7777777777777778,0.6363636363636364,0.7,11.0
accuracy,52,0.7047619047619048,0.7047619047619048,0.7047619047619048,0.7047619047619048
macro avg,52,0.48193392255892253,0.4806397306397306,0.47869697784952026,105.0
weighted avg,52,0.6866816979316979,0.7047619047619048,0.6926653599292825,105.0
Leve,53,0.7272727272727273,0.8888888888888888,0.8,27.0
Moderada,53,0.0,0.0,0.0,3.0
Muito leve,53,0.7931034482758621,0.696969696969697,0.7419354838709677,33.0
Muito severo,53,0.0,0.0,0.0,1.0
Sadia,53,0.8275862068965517,0.8,0.8135593220338984,30.0
Severo,53,0.6428571428571429,0.8181818181818182,0.72,11.0
accuracy,53,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,53,0.498469920883714,0.534006734006734,0.5125824676508111,105.0
weighted avg,53,0.740074211502783,0.7619047619047619,0.7467681012262751,105.0
Leve,54,0.696969696969697,0.8518518518518519,0.7666666666666667,27.0
Moderada,54,0.0,0.0,0.0,3.0
Muito leve,54,0.7352941176470589,0.7575757575757576,0.746268656716418,33.0
Muito severo,54,0.0,0.0,0.0,1.0
Sadia,54,0.8620689655172413,0.8333333333333334,0.847457627118644,30.0
Severo,54,0.7777777777777778,0.6363636363636364,0.7,11.0
accuracy,54,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,54,0.5120184263186291,0.5131874298540965,0.5100654917502881,105.0
weighted avg,54,0.7381001163962625,0.7619047619047619,0.7471485189066773,105.0
Leve,55,0.8260869565217391,0.7037037037037037,0.76,27.0
Moderada,55,0.0,0.0,0.0,3.0
Muito leve,55,0.6842105263157895,0.7878787878787878,0.7323943661971831,33.0
Muito severo,55,0.0,0.0,0.0,1.0
Sadia,55,0.8064516129032258,0.8333333333333334,0.819672131147541,30.0
Severo,55,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
accuracy,55,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429
macro avg,55,0.507336970502247,0.5086980920314254,0.506556537436242,105.0
weighted avg,55,0.7340651769676645,0.7428571428571429,0.7359921716088882,105.0
Leve,56,0.8076923076923077,0.7777777777777778,0.7924528301886793,27.0
Moderada,56,0.0,0.0,0.0,3.0
Muito leve,56,0.7352941176470589,0.7575757575757576,0.746268656716418,33.0
Muito severo,56,0.0,0.0,0.0,1.0
Sadia,56,0.8064516129032258,0.8333333333333334,0.819672131147541,30.0
Severo,56,0.6923076923076923,0.8181818181818182,0.75,11.0
accuracy,56,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,56,0.5069576217583808,0.5311447811447813,0.518065603008773,105.0
weighted avg,56,0.7417269637383489,0.7619047619047619,0.7510786287729748,105.0
Leve,57,0.75,0.6666666666666666,0.7058823529411765,27.0
Moderada,57,0.0,0.0,0.0,3.0
Muito leve,57,0.6666666666666666,0.7272727272727273,0.6956521739130435,33.0
Muito severo,57,0.0,0.0,0.0,1.0
Sadia,57,0.8064516129032258,0.8333333333333334,0.819672131147541,30.0
Severo,57,0.6923076923076923,0.8181818181818182,0.75,11.0
accuracy,57,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238
macro avg,57,0.4859043286462641,0.5075757575757577,0.4952011096669602,105.0
weighted avg,57,0.7053231714522037,0.7238095238095238,0.7129096114568421,105.0
Leve,58,0.6571428571428571,0.8518518518518519,0.7419354838709677,27.0
Moderada,58,0.0,0.0,0.0,3.0
Muito leve,58,0.7931034482758621,0.696969696969697,0.7419354838709677,33.0
Muito severo,58,0.0,0.0,0.0,1.0
Sadia,58,0.8666666666666667,0.8666666666666667,0.8666666666666667,30.0
Severo,58,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
accuracy,58,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,58,0.5073642832263522,0.5237934904601572,0.512968393613555,105.0
weighted avg,58,0.7420501993901009,0.7619047619047619,0.7477726574500768,105.0
Leve,59,0.7777777777777778,0.7777777777777778,0.7777777777777778,27.0
Moderada,59,0.2,0.3333333333333333,0.25,3.0
Muito leve,59,0.7586206896551724,0.6666666666666666,0.7096774193548387,33.0
Muito severo,59,0.0,0.0,0.0,1.0
Sadia,59,0.7878787878787878,0.8666666666666667,0.8253968253968254,30.0
Severo,59,0.8181818181818182,0.8181818181818182,0.8181818181818182,11.0
accuracy,59,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,59,0.5570765122489261,0.5771043771043771,0.5635056401185433,105.0
weighted avg,59,0.7549604418569936,0.7523809523809524,0.7517262819106137,105.0
Leve,60,0.6428571428571429,0.6666666666666666,0.6545454545454545,27.0
Moderada,60,0.0,0.0,0.0,3.0
Muito leve,60,0.6486486486486487,0.7272727272727273,0.6857142857142857,33.0
Muito severo,60,0.0,0.0,0.0,1.0
Sadia,60,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,60,0.7,0.6363636363636364,0.6666666666666666,11.0
accuracy,60,0.7047619047619048,0.7047619047619048,0.7047619047619048,0.7047619047619048
macro avg,60,0.4708065208065208,0.4772727272727273,0.4733766233766234,105.0
weighted avg,60,0.6805956977385549,0.7047619047619048,0.6917584003298289,105.0
Leve,61,0.6857142857142857,0.8888888888888888,0.7741935483870968,27.0
Moderada,61,0.0,0.0,0.0,3.0
Muito leve,61,0.8214285714285714,0.696969696969697,0.7540983606557377,33.0
Muito severo,61,0.0,0.0,0.0,1.0
Sadia,61,0.8387096774193549,0.8666666666666667,0.8524590163934426,30.0
Severo,61,0.7,0.6363636363636364,0.6666666666666666,11.0
accuracy,61,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,61,0.507642089093702,0.5148148148148148,0.5079029320171572,105.0
weighted avg,61,0.7474544656572307,0.7619047619047619,0.7494816717450243,105.0
Leve,62,0.7777777777777778,0.7777777777777778,0.7777777777777778,27.0
Moderada,62,0.0,0.0,0.0,3.0
Muito leve,62,0.75,0.7272727272727273,0.7384615384615385,33.0
Muito severo,62,0.0,0.0,0.0,1.0
Sadia,62,0.8125,0.8666666666666667,0.8387096774193549,30.0
Severo,62,0.6923076923076923,0.8181818181818182,0.75,11.0
accuracy,62,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,62,0.5054309116809117,0.5316498316498317,0.5174914989431119,105.0
weighted avg,62,0.7403846153846154,0.7619047619047619,0.7502906770648705,105.0
Leve,63,0.6875,0.8148148148148148,0.7457627118644068,27.0
Moderada,63,0.0,0.0,0.0,3.0
Muito leve,63,0.75,0.6363636363636364,0.6885245901639344,33.0
Muito severo,63,0.0,0.0,0.0,1.0
Sadia,63,0.78125,0.8333333333333334,0.8064516129032258,30.0
Severo,63,0.6363636363636364,0.6363636363636364,0.6363636363636364,11.0
accuracy,63,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,63,0.4758522727272727,0.48681257014590346,0.47951709188253394,105.0
weighted avg,63,0.7023809523809523,0.7142857142857143,0.7052424103128152,105.0
Leve,64,0.6666666666666666,0.7407407407407407,0.7017543859649122,27.0
Moderada,64,0.0,0.0,0.0,3.0
Muito leve,64,0.6857142857142857,0.7272727272727273,0.7058823529411765,33.0
Muito severo,64,0.0,0.0,0.0,1.0
Sadia,64,0.8275862068965517,0.8,0.8135593220338984,30.0
Severo,64,0.7,0.6363636363636364,0.6666666666666666,11.0
accuracy,64,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,64,0.47999452654625063,0.4840628507295173,0.48131045460110894,105.0
weighted avg,64,0.6967253108139809,0.7142857142857143,0.7045866577377309,105.0
Leve,65,0.7727272727272727,0.6296296296296297,0.6938775510204082,27.0
Moderada,65,0.0,0.0,0.0,3.0
Muito leve,65,0.6857142857142857,0.7272727272727273,0.7058823529411765,33.0
Muito severo,65,0.0,0.0,0.0,1.0
Sadia,65,0.7878787878787878,0.8666666666666667,0.8253968253968254,30.0
Severo,65,0.6,0.8181818181818182,0.6923076923076923,11.0
accuracy,65,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238
macro avg,65,0.4743867243867244,0.5069584736251403,0.4862440702776838,105.0
weighted avg,65,0.7021768707482993,0.7238095238095238,0.7086295323990403,105.0
Leve,66,0.7931034482758621,0.8518518518518519,0.8214285714285714,27.0
Moderada,66,0.0,0.0,0.0,3.0
Muito leve,66,0.7575757575757576,0.7575757575757576,0.7575757575757576,33.0
Muito severo,66,0.0,0.0,0.0,1.0
Sadia,66,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,66,0.75,0.8181818181818182,0.782608695652174,11.0
accuracy,66,0.780952380952381,0.780952380952381,0.780952380952381,0.780952380952381
macro avg,66,0.5223354231974922,0.5434904601571269,0.5324910596649727,105.0
weighted avg,66,0.7587027914614123,0.780952380952381,0.7694025436261462,105.0
Leve,67,0.696969696969697,0.8518518518518519,0.7666666666666667,27.0
Moderada,67,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
Muito leve,67,0.782608695652174,0.5454545454545454,0.6428571428571429,33.0
Muito severo,67,0.0,0.0,0.0,1.0
Sadia,67,0.7714285714285715,0.9,0.8307692307692308,30.0
Severo,67,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
accuracy,67,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
macro avg,67,0.5519355041094172,0.559652076318743,0.5501498501498502,105.0
weighted avg,67,0.7313059611196258,0.7333333333333333,0.7222605965463109,105.0
Leve,68,0.6666666666666666,0.8888888888888888,0.7619047619047619,27.0
Moderada,68,0.5,0.3333333333333333,0.4,3.0
Muito leve,68,0.8235294117647058,0.42424242424242425,0.56,33.0
Muito severo,68,0.0,0.0,0.0,1.0
Sadia,68,0.7105263157894737,0.9,0.7941176470588235,30.0
Severo,68,0.6666666666666666,0.7272727272727273,0.6956521739130435,11.0
accuracy,68,0.7047619047619048,0.7047619047619048,0.7047619047619048,0.7047619047619048
macro avg,68,0.5612315101479187,0.5456228956228957,0.5352790971461048,105.0
weighted avg,68,0.7173866037643126,0.7047619047619048,0.6831155418689215,105.0
Leve,69,0.7419354838709677,0.8518518518518519,0.7931034482758621,27.0
Moderada,69,0.0,0.0,0.0,3.0
Muito leve,69,0.8,0.6060606060606061,0.6896551724137931,33.0
Muito severo,69,0.0,0.0,0.0,1.0
Sadia,69,0.7297297297297297,0.9,0.8059701492537313,30.0
Severo,69,0.75,0.8181818181818182,0.782608695652174,11.0
accuracy,69,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,69,0.5036108689334496,0.5293490460157128,0.5118895775992601,105.0
weighted avg,69,0.7292776186324573,0.7523809523809524,0.7329544183132314,105.0
Leve,70,0.7407407407407407,0.7407407407407407,0.7407407407407407,27.0
Moderada,70,0.5,0.3333333333333333,0.4,3.0
Muito leve,70,0.7272727272727273,0.7272727272727273,0.7272727272727273,33.0
Muito severo,70,0.0,0.0,0.0,1.0
Sadia,70,0.8181818181818182,0.9,0.8571428571428571,30.0
Severo,70,0.7,0.6363636363636364,0.6666666666666666,11.0
accuracy,70,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,70,0.5810325476992144,0.5562850729517396,0.5653038319704986,105.0
weighted avg,70,0.7404329004329004,0.7523809523809524,0.7452154195011337,105.0
Leve,71,0.7333333333333333,0.8148148148148148,0.7719298245614035,27.0
Moderada,71,0.0,0.0,0.0,3.0
Muito leve,71,0.71875,0.696969696969697,0.7076923076923077,33.0
Muito severo,71,0.0,0.0,0.0,1.0
Sadia,71,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,71,0.6666666666666666,0.7272727272727273,0.6956521739130435,11.0
accuracy,71,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429
macro avg,71,0.4920138888888889,0.5120650953984288,0.501434606583348,105.0
weighted avg,71,0.7224007936507936,0.7428571428571429,0.7318869079052146,105.0
Leve,72,0.7407407407407407,0.7407407407407407,0.7407407407407407,27.0
Moderada,72,0.0,0.0,0.0,3.0
Muito leve,72,0.7142857142857143,0.7575757575757576,0.7352941176470589,33.0
Muito severo,72,0.0,0.0,0.0,1.0
Sadia,72,0.8620689655172413,0.8333333333333334,0.847457627118644,30.0
Severo,72,0.6923076923076923,0.8181818181818182,0.75,11.0
accuracy,72,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,72,0.5015671854752314,0.5249719416386084,0.5122487475844073,105.0
weighted avg,72,0.7337988776412421,0.7523809523809524,0.7422708066277358,105.0
Leve,73,0.7142857142857143,0.7407407407407407,0.7272727272727273,27.0
Moderada,73,0.0,0.0,0.0,3.0
Muito leve,73,0.7272727272727273,0.7272727272727273,0.7272727272727273,33.0
Muito severo,73,0.0,0.0,0.0,1.0
Sadia,73,0.8387096774193549,0.8666666666666667,0.8524590163934426,30.0
Severo,73,0.6153846153846154,0.7272727272727273,0.6666666666666666,11.0
accuracy,73,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429
macro avg,73,0.482608789060402,0.5103254769921436,0.49561185626759396,105.0
weighted avg,73,0.7163450988335781,0.7428571428571429,0.7289854043952404,105.0
Leve,74,0.7241379310344828,0.7777777777777778,0.75,27.0
Moderada,74,0.0,0.0,0.0,3.0
Muito leve,74,0.78125,0.7575757575757576,0.7692307692307693,33.0
Muito severo,74,0.0,0.0,0.0,1.0
Sadia,74,0.84375,0.9,0.8709677419354839,30.0
Severo,74,0.5833333333333334,0.6363636363636364,0.6086956521739131,11.0
accuracy,74,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,74,0.48874521072796934,0.5119528619528619,0.4998156938900277,105.0
weighted avg,74,0.7339251505199781,0.7619047619047619,0.7472314268246947,105.0
Leve,75,0.65,0.9629629629629629,0.7761194029850746,27.0
Moderada,75,0.0,0.0,0.0,3.0
Muito leve,75,0.8421052631578947,0.48484848484848486,0.6153846153846154,33.0
Muito severo,75,0.0,0.0,0.0,1.0
Sadia,75,0.7297297297297297,0.9,0.8059701492537313,30.0
Severo,75,0.7777777777777778,0.6363636363636364,0.7,11.0
accuracy,75,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238
macro avg,75,0.49993546177756704,0.49736251402918064,0.4829123612705703,105.0
weighted avg,75,0.7217802012538855,0.7238095238095238,0.6965906730085836,105.0
Leve,76,0.631578947368421,0.8888888888888888,0.7384615384615385,27.0
Moderada,76,0.0,0.0,0.0,3.0
Muito leve,76,0.7727272727272727,0.5151515151515151,0.6181818181818182,33.0
Muito severo,76,0.0,0.0,0.0,1.0
Sadia,76,0.75,0.9,0.8181818181818182,30.0
Severo,76,0.7777777777777778,0.6363636363636364,0.7,11.0
accuracy,76,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,76,0.4886806663122452,0.49006734006734004,0.4791375291375292,105.0
weighted avg,76,0.7010303536619327,0.7142857142857143,0.6912753912753914,105.0
Leve,77,0.6896551724137931,0.7407407407407407,0.7142857142857143,27.0
Moderada,77,0.0,0.0,0.0,3.0
Muito leve,77,0.7096774193548387,0.6666666666666666,0.6875,33.0
Muito severo,77,0.0,0.0,0.0,1.0
Sadia,77,0.7878787878787878,0.8666666666666667,0.8253968253968254,30.0
Severo,77,0.6666666666666666,0.7272727272727273,0.6956521739130435,11.0
accuracy,77,0.7238095238095238,0.7238095238095238,0.7238095238095238,0.7238095238095238
macro avg,77,0.4756463410523477,0.5002244668911335,0.48713911893259715,105.0
weighted avg,77,0.6953308710817053,0.7238095238095238,0.7084504091491669,105.0
Leve,78,0.6896551724137931,0.7407407407407407,0.7142857142857143,27.0
Moderada,78,0.0,0.0,0.0,3.0
Muito leve,78,0.7058823529411765,0.7272727272727273,0.7164179104477612,33.0
Muito severo,78,0.0,0.0,0.0,1.0
Sadia,78,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,78,0.6666666666666666,0.7272727272727273,0.6956521739130435,11.0
accuracy,78,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
macro avg,78,0.48258958755916165,0.504769921436588,0.49328152199664205,105.0
weighted avg,78,0.7071251489101388,0.7333333333333333,0.7198064689860371,105.0
Leve,79,0.7333333333333333,0.8148148148148148,0.7719298245614035,27.0
Moderada,79,0.0,0.0,0.0,3.0
Muito leve,79,0.7931034482758621,0.696969696969697,0.7419354838709677,33.0
Muito severo,79,0.0,0.0,0.0,1.0
Sadia,79,0.8387096774193549,0.8666666666666667,0.8524590163934426,30.0
Severo,79,0.6153846153846154,0.7272727272727273,0.6666666666666666,11.0
accuracy,79,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,79,0.49675517906886096,0.5176206509539844,0.5054984985820801,105.0
weighted avg,79,0.7419327131896652,0.7523809523809524,0.7450769529146326,105.0
Leve,80,0.7777777777777778,0.7777777777777778,0.7777777777777778,27.0
Moderada,80,0.0,0.0,0.0,3.0
Muito leve,80,0.7058823529411765,0.7272727272727273,0.7164179104477612,33.0
Muito severo,80,0.0,0.0,0.0,1.0
Sadia,80,0.8275862068965517,0.8,0.8135593220338984,30.0
Severo,80,0.6428571428571429,0.8181818181818182,0.72,11.0
accuracy,80,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429
macro avg,80,0.4923505800787748,0.5205387205387205,0.5046258350432394,105.0
weighted avg,80,0.7256488802417519,0.7428571428571429,0.7330340067218387,105.0
Leve,81,0.7241379310344828,0.7777777777777778,0.75,27.0
Moderada,81,0.25,0.3333333333333333,0.2857142857142857,3.0
Muito leve,81,0.7083333333333334,0.5151515151515151,0.5964912280701754,33.0
Muito severo,81,0.0,0.0,0.0,1.0
Sadia,81,0.7222222222222222,0.8666666666666667,0.7878787878787878,30.0
Severo,81,0.75,0.8181818181818182,0.782608695652174,11.0
accuracy,81,0.7047619047619048,0.7047619047619048,0.7047619047619048,0.7047619047619048
macro avg,81,0.5257822477650064,0.5518518518518519,0.5337821662192371,105.0
weighted avg,81,0.7008894362342638,0.7047619047619048,0.69558488259044,105.0
Leve,82,0.6666666666666666,0.7407407407407407,0.7017543859649122,27.0
Moderada,82,0.0,0.0,0.0,3.0
Muito leve,82,0.7058823529411765,0.7272727272727273,0.7164179104477612,33.0
Muito severo,82,0.0,0.0,0.0,1.0
Sadia,82,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,82,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
accuracy,82,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333
macro avg,82,0.4888591800356507,0.504769921436588,0.4964630595031223,105.0
weighted avg,82,0.7075630252100841,0.7333333333333333,0.7198967568174166,105.0
Leve,83,0.8,0.7407407407407407,0.7692307692307693,27.0
Moderada,83,0.0,0.0,0.0,3.0
Muito leve,83,0.7058823529411765,0.7272727272727273,0.7164179104477612,33.0
Muito severo,83,0.0,0.0,0.0,1.0
Sadia,83,0.7647058823529411,0.8666666666666667,0.8125,30.0
Severo,83,0.75,0.8181818181818182,0.782608695652174,11.0
accuracy,83,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,83,0.5034313725490196,0.5254769921436588,0.5134595625551174,105.0
weighted avg,83,0.7246218487394959,0.7523809523809524,0.7370925472969599,105.0
Leve,84,0.7916666666666666,0.7037037037037037,0.7450980392156863,27.0
Moderada,84,0.0,0.0,0.0,3.0
Muito leve,84,0.6578947368421053,0.7575757575757576,0.704225352112676,33.0
Muito severo,84,0.0,0.0,0.0,1.0
Sadia,84,0.8,0.8,0.8,30.0
Severo,84,0.7692307692307693,0.9090909090909091,0.8333333333333334,11.0
accuracy,84,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429
macro avg,84,0.5031320287899236,0.5283950617283951,0.5137761207769492,105.0
weighted avg,84,0.719495855022171,0.7428571428571429,0.7287976223353192,105.0
Leve,85,0.7272727272727273,0.5925925925925926,0.6530612244897959,27.0
Moderada,85,0.0,0.0,0.0,3.0
Muito leve,85,0.6216216216216216,0.696969696969697,0.6571428571428571,33.0
Muito severo,85,0.0,0.0,0.0,1.0
Sadia,85,0.7647058823529411,0.8666666666666667,0.8125,30.0
Severo,85,0.7777777777777778,0.6363636363636364,0.7,11.0
accuracy,85,0.6857142857142857,0.6857142857142857,0.6857142857142857,0.6857142857142857
macro avg,85,0.4818963348375113,0.46543209876543207,0.4704506802721089,105.0
weighted avg,85,0.682348658819247,0.6857142857142857,0.6799368318756074,105.0
Leve,86,0.6923076923076923,0.6666666666666666,0.6792452830188679,27.0
Moderada,86,0.0,0.0,0.0,3.0
Muito leve,86,0.6756756756756757,0.7575757575757576,0.7142857142857143,33.0
Muito severo,86,0.0,0.0,0.0,1.0
Sadia,86,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,86,0.7777777777777778,0.6363636363636364,0.7,11.0
accuracy,86,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,86,0.49651574651574654,0.4823232323232323,0.4878107217729859,105.0
weighted avg,86,0.7099539099539101,0.7142857142857143,0.7105814401232191,105.0
Leve,87,0.8260869565217391,0.7037037037037037,0.76,27.0
Moderada,87,0.0,0.0,0.0,3.0
Muito leve,87,0.6923076923076923,0.8181818181818182,0.75,33.0
Muito severo,87,0.0,0.0,0.0,1.0
Sadia,87,0.8620689655172413,0.8333333333333334,0.847457627118644,30.0
Severo,87,0.6923076923076923,0.8181818181818182,0.75,11.0
accuracy,87,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,87,0.5121285511090609,0.5289001122334457,0.5179096045197741,105.0
weighted avg,87,0.7488376690775491,0.7619047619047619,0.7518450363196125,105.0
Leve,88,0.7058823529411765,0.8888888888888888,0.7868852459016393,27.0
Moderada,88,0.0,0.0,0.0,3.0
Muito leve,88,0.7857142857142857,0.6666666666666666,0.7213114754098361,33.0
Muito severo,88,0.0,0.0,0.0,1.0
Sadia,88,0.7878787878787878,0.8666666666666667,0.8253968253968254,30.0
Severo,88,0.8,0.7272727272727273,0.7619047619047619,11.0
accuracy,88,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,88,0.513245904422375,0.5249158249158249,0.5159163847688437,105.0
weighted avg,88,0.7373691294699697,0.7619047619047619,0.7446860711497714,105.0
Leve,89,0.7407407407407407,0.7407407407407407,0.7407407407407407,27.0
Moderada,89,0.0,0.0,0.0,3.0
Muito leve,89,0.75,0.5454545454545454,0.631578947368421,33.0
Muito severo,89,0.0,0.0,0.0,1.0
Sadia,89,0.7297297297297297,0.9,0.8059701492537313,30.0
Severo,89,0.625,0.9090909090909091,0.7407407407407407,11.0
accuracy,89,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,89,0.47424507841174507,0.5158810325476992,0.4865050963506056,105.0
weighted avg,89,0.7001608751608751,0.7142857142857143,0.6968510275135046,105.0
Leve,90,0.7692307692307693,0.7407407407407407,0.7547169811320755,27.0
Moderada,90,0.0,0.0,0.0,3.0
Muito leve,90,0.7105263157894737,0.8181818181818182,0.7605633802816901,33.0
Muito severo,90,0.0,0.0,0.0,1.0
Sadia,90,0.8620689655172413,0.8333333333333334,0.847457627118644,30.0
Severo,90,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
accuracy,90,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619
macro avg,90,0.5115164629683687,0.5199214365881032,0.5150017859675229,105.0
weighted avg,90,0.7436063633885776,0.7619047619047619,0.7514255128897251,105.0
Leve,91,0.7142857142857143,0.7407407407407407,0.7272727272727273,27.0
Moderada,91,0.0,0.0,0.0,3.0
Muito leve,91,0.7222222222222222,0.7878787878787878,0.7536231884057971,33.0
Muito severo,91,0.0,0.0,0.0,1.0
Sadia,91,0.8333333333333334,0.8333333333333334,0.8333333333333334,30.0
Severo,91,0.6363636363636364,0.6363636363636364,0.6363636363636364,11.0
accuracy,91,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7428571428571429
macro avg,91,0.48436748436748434,0.499719416386083,0.4917654808959157,105.0
weighted avg,91,0.7154195011337868,0.7428571428571429,0.7286278938452851,105.0
Leve,92,0.7692307692307693,0.7407407407407407,0.7547169811320755,27.0
Moderada,92,0.0,0.0,0.0,3.0
Muito leve,92,0.7586206896551724,0.6666666666666666,0.7096774193548387,33.0
Muito severo,92,0.0,0.0,0.0,1.0
Sadia,92,0.7941176470588235,0.9,0.84375,30.0
Severo,92,0.6666666666666666,0.9090909090909091,0.7692307692307693,11.0
accuracy,92,0.7523809523809524,0.7523809523809524,0.7523809523809524,0.7523809523809524
macro avg,92,0.4981059621019053,0.5360830527497195,0.5128958616196139,105.0
weighted avg,92,0.7329578692661857,0.7523809523809524,0.7387690646744208,105.0
Leve,93,0.7727272727272727,0.6296296296296297,0.6938775510204082,27.0
Moderada,93,0.0,0.0,0.0,3.0
Muito leve,93,0.65,0.7878787878787878,0.7123287671232876,33.0
Muito severo,93,0.0,0.0,0.0,1.0
Sadia,93,0.8,0.8,0.8,30.0
Severo,93,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
accuracy,93,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,93,0.4916666666666667,0.4907968574635242,0.4889131742360706,105.0
weighted avg,93,0.7077489177489178,0.7142857142857143,0.7070623161201859,105.0
Leve,94,0.782608695652174,0.6666666666666666,0.72,27.0
Moderada,94,0.0,0.0,0.0,3.0
Muito leve,94,0.6222222222222222,0.8484848484848485,0.717948717948718,33.0
Muito severo,94,0.0,0.0,0.0,1.0
Sadia,94,0.875,0.7,0.7777777777777778,30.0
Severo,94,0.7272727272727273,0.7272727272727273,0.7272727272727273,11.0
accuracy,94,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,94,0.5011839408578539,0.4904040404040404,0.4904998704998705,105.0
